SAE,AAVE
"This shit-crazy feeling for hope and for a speedy recover! I know heis going to take his time
","This shit crazy feelin for hope for speedy recovery! I know hegoin to take his time!
"
"Boys out here crack me up when they are with their girl! They try to let you know that they are together by grabbing theirass and shit like that
","Niggas out here crack me up when they wit there chick! They try to let u know that they 2gether by grabin thereass & shit like that!
"
"That little, ugly, girl is hot. I am going to let her think she did something that she is not doing. Shit, her man is begging me to stop so I will.I guess she is sick.
","That LITTLE UGLY GIRL HOTT IMA LET HER THINK SHE DID SOMETHING SHE ANIT DO SHIT HER MAN BEGGIN ME TO STOP SO ILLDO ..I GUESS SHE SICK
"
"I don't want to go out tonight, but it's a celebration that I don'tthink I want to miss.\
","I don't wanna go out tonight but it's a celebration that I don'tthink I sure miss ""
"
"School and basketball with my son takes up all of my time. I need a home cooked meal.What happened to you cooking
","School & basketball wit my son takes all my time I need a home cooked meal ""what happened to u cooking??""
"
"They are only good on the grill!  I love turkey burgers and I want one now
","They only good on the grill!! I Luv turkey burgers nI want one now ""
"
"My next girlfriend will not smoke.  I don't even smoke, so why would I wantyou, with your terrible bad breath, to smoke
","My next bitch will not smoke iont even smoke so why would I wantyo stank breath ass to
"
"My mother has at least ten sores on her body from head to toe, and some of them are very severe.They could take longer than a year to heal
","My mom has about 10 sores on her body, from head to toe, some of them so severe, that her doctor estimates it wouldtake a year/more to heal
"
"I just asked my baby if she is putting all that grease in her baby's hair. She is talking about it because I am finally going to let itgrow. I am shaking my head, grown little lady.
","Ijust asked my baby y she putting all that grease in her baby hair she Tom bout cuz im finna let itgrow smh grown lil lady
"
"I really want to apologize too because that's wrong for me to have it come out of my mouth, and say big, wildshit like that to her
","I really want to apologize to cuz that's wrong for me to come out my mouth and say big wildshit like that to her
"
"Vic is fucking my old bitch, Nunu. She's acting like she didn't fuck him. Bitch, that's my friend, you thinkhe isn't going to tell me
","Vic fuckin my old bitch nunu she acting like she didn't fuck him bitch that's my Brova u thinkhe not gonna tell me
"
"Be ready for the first episode of the Verse One Show as early as the first week of December
","Look out for the first episode of the Verse One Show as early asthe first week of December.
"
"I had a dream last night that I was at my house rocking my daughter.What do you think that meant?
","My dream last night - was at my house and rocked my daughterto sleep. Trying to interpret?
"
"Thanks for the small flat rate priority boxes. I'll remember to use one if I evership a $0.99 VHS tape
","Thanks for small flat rate priority boxes. I'll remember to use one if I evership a $.99 VHS tape
"
"Department of Commerce and Insurance is a great advocate for Tennessean consumers and businesses.Glad she is in Tennessee
","dept of Commerce and insurance is a great advocate for Tennessean consumers and businesses.Glad she is in TN!
"
"Watching Eminem on BET, and let me tell you, this dude speaks his mind no matter what! He is going to give you the real facts alltime! Love this dude right here
","Watchin Eminem on BET and let m tell u this dude speaks his mind no matter what!! He gone give u the real all thetime!! Luv this dude here!
"
"It's really very cold at this game, but watching the San Francisco 49ers make an interception has me feeling pretty good
","It's really damn cold at this game, but watching the Niners pick one offhas me feeling pretty good.
"
"Loving my daughter and her loving me back is the greatest love of all.  That's all the love I need
","Lovin my daughter n her lovin me back is da greatest love of all.datsall da love I need!
"
"On lonely days I can deal with. But lonely nights are not what I want. I am shaking my head. I do not wait for love, it waits upon me. Do notrush feelings. I wait to feel.
","Lonely days I can deal wIt bt lonely nights ain't wat I want...smh..I don't wait fa love,it wait upon me. Don'trush feelings,I wait to feel
"
"Oh my gosh, without makeup, all of you bitches are beasts. Even so, you all look like Homer da Clown! Fucking return of the living dead. I am killing myself laughing, I am just saying
","Omg without makeup Yall bitches are beasts,even so Yall goes look like Homer Da Clown! Fuckin return of Daliving dead Kmsl ..just saying*
"
"She might have been there with me from the beginning but the only thing that matters is who is going to be there for you at the end
","She Might Of been there from The Beginning But it Only matters who gonebe there at the end
"
"Holiness is not through worship, meditation, or sacrifices.  It's through focus onour responsibility towards other people
","Holiness is not through worship, meditation ,or sacrifices. It's through focus onour responsibility toward other people.
"
"Don’t talk or listen. They will observe and if it interests them they pay attention. Wow, this is really me!
","don't talk or listen. They observe and if it interests them then they pay attention.""Wow this is really me!
"
"It’s going to go well with her and my southern cousin. I think he is planning to visit his Floridiansexual partner. It’s so funny. Pray for him
","Gonna be great her and my southern cousin think he gonna see his floridapiece lol pray for him
"
"To be clear, no Illinois brothers have won any step show in Illinois in 20years before 07 did it
","2 be clear NO Illinois Bruhz won any step show in Illinois in 20years before 07 did it....
"
"I want to thank Nashli for setting me and my ace out to 03. You all were making sureand we appreciate it! Laughing but very fucking serious
","I wanna thank and Nashli for setting me and my ace out to 03. Yall was making sureand we appreciate it! LBVFS
"
"I love where my life is going. I have my eye on everyone.Everyone has a fair chance
","I love where my life is going. I got my eye on everyone.Everyone has a fair chance
"
"Thats because he is naturally a fat boy. Mogs didn't even notice that I swapped out profile picturesover the last six years. I'm laughing
","dats cuz he naturally a fat boy...mogs don't even notice I swap out profile pixover last 6 years lol
"
"My brother said pray for my exes. The sad girl said she was going to deal with a new caliber of dudes. She's a gold digger. I'm laughing.It must be a southern thing
","My bro said pray for my exs sad one said she gonna deal wit a new caliber dudes aka gold digger lolmust be a southern thing
"
"To all the single chicks who don't need a man and are taking their Christmas tree out tothe alley this weekend, laugh-out-loud
","2 all the single chicks dat don't need a man and taking they xmas tree out tothe alley this wkend lol
"
