sentid,pairid,type,comparison,sentence
520,519,AAE,unexpected,"Idk why her lil ass think she so big and bad.. But I'll cut youback down to size baby
"
520,520,SAE,expected,"I am going to place an order for that one time and then I'll call back and tell them. I did not like that at all
"
521,520,AAE,unexpected,"maaaan imma order dat shitfor ONE wkend den call back and sayI didn't like it lol
"
521,521,SAE,expected,"You are right though, that's funny.... Boys think the Vikings are sweet! It was a good game, and Romo did his thing
"
522,521,AAE,unexpected,"you right though lol.. Niggas think the Vikings sweet! It was a good gameand Romo did his thing
"
522,522,SAE,expected,"Are you asking about my weight? That's my old number. It was when I was high.
"
523,522,AAE,unexpected,"as in Weight??? Sheeeid dats my old playing weight. And apparently Iwas ""cracked out"" den lol
"
523,523,SAE,expected,"In order for a female to get the respect mom’s get, she would have to be the most loyal female in the world. These bitches...
"
524,523,AAE,unexpected,"in order for a female to get the respect moms get.. She would have to be the most loyal femalein the world these bitches...
"
524,524,SAE,expected,"Lie because it gets the best results (his goal). If it was cut and dry about sex, itwould go into the man's favour..
"
525,524,AAE,unexpected,"lie cuz it get best results (his goal). If it was cut and dry bout sex itwould go into man favor...
"
525,525,SAE,expected,"But if a guy saying to you \""we can be in a relationship,\"" he is in the wrong if hisintentions are just to have sex... but...
"
526,525,AAE,unexpected,"but if a guy playing the ""we can be in a rs"" game he dead wrong if hisintentions is just to hit..but...
"
526,526,SAE,expected,"As I watch younger men I notice the trend with the 90's men and I see wherethe trend stopped with us.
"
527,526,AAE,unexpected,"As I watch younger bruhz I notice the trend with the 90s bruhz and I see wherethe trend stopped with us...
"
527,527,SAE,expected,"I always expect the worst, and hope for the best... That's the easiestway to NOT be disappointed.
"
528,527,AAE,unexpected,"I always expect the worst and hope for the best.. The easiestway to NOT be disappointed
"
528,528,SAE,expected,"That is some crazy team! I see the Zillow emails too; it isonly in pockets of the city.
"
529,528,AAE,unexpected,"dats some foogazy ish team! I see dem Zillow emails to...itsonly pockets of the city.
"
529,529,SAE,expected,"For your information, that doesn't motivate me... My normal gene pool makes me naturally fit... you little boyshave to work for it
"
530,529,AAE,unexpected,"fyi dat doesn't motivate me...My normal gene pool makes me naturally fit...you lil niggazhave to work for it.
"
530,530,SAE,expected,"I have a Facebook friend, that shall remain nameless, that posts pictures of things she \""wishes\"" she could get..
"
531,530,AAE,unexpected,"I have a FB friend dat shall remain nameless that posts pictures of thingsshe ""wish"" she could get...TT
"
531,531,SAE,expected,"I don't need to feel any type of way because I'm an asshole...That's just in my nature
"
532,531,AAE,unexpected,"I don't never feel no type of way because I'm an asshole..That's just in my nature
"
532,532,SAE,expected,"I've been drinking Liquor you can smell it on my breath.  I see some ladies.  People who act real who are black are trying to fuck.  People want to fight who are black
"
533,532,AAE,unexpected,"Liquor all on my breath.. Bitches all in my sight! Real niggas trynafuck.. Fuck niggas wanna fight
"
533,533,SAE,expected,"I knew the value of friendship before joining our group, butI never have the words to describe it
"
534,533,AAE,unexpected,"I totally knew the value of friendship before I was the bruhz tho...justdidn't have words for it.
"
534,534,SAE,expected,"She said \""You are about to miss church\"" while we were sleeping together.I can't finish until my sundae has a cherry on top
"
535,534,AAE,unexpected,"She said ""You bout to miss church."" while she riding me. I said I like my sundae'swith a cherry on top!
"
535,535,SAE,expected,"When a man moves into a woman's house, the first time he says, \""This is my place\"" makes me laugh every time
"
536,535,AAE,unexpected,"That moment a guy moves into a chicks house and 1st time he says ""Mycrib"" makes me laugh everytime.
"
536,536,SAE,expected,"They can't get the job they want due to criminal and drug checks. They dont' have the perseverance toget the jobs that are available.
"
537,536,AAE,unexpected,"Can't get the job they WANT due to criminal and drug checks...don't have the perseverance toget the jobs dats available.
"
537,537,SAE,expected,"I let my baby sleep. She looks so peaceful but if it were the other way around she wouldn't let me sleep.
"
538,537,AAE,unexpected,"Im let my baby sleep , she looks so peaceful but if it was the other way aroundshe wouldn't let me sleep
"
538,538,SAE,expected,"When I'm driving down the avenue these bitches give me attitude. They are screaming\""Charles we are mad at you!\
"
539,538,AAE,unexpected,"When I'm riding down the avenue.. These bitches give me attitude, they screaming""Charles we mad at you!""
"
539,539,SAE,expected,"The only reason I don't like working in the dining area is because I hate dealing with drunken customers
"
540,539,AAE,unexpected,"The only reason I don't like doing the dinning area is cause I hatedealing with drunk ass customers
"
540,540,SAE,expected,"I don't know how much I can take anymore. I give you all I gotuntil there is no more!
"
541,540,AAE,unexpected,"Idk how much I could take no more.. I give you all I gottil it ain't no more!
"
541,541,SAE,expected,"You get less playtime than Steven Novak, and you shoot like Shaun Marion with no handles, like Tyson Chandler
"
542,541,AAE,unexpected,"you get less playtime than steve novak n shoot like Shaun marion. Witno handles like Tyson chandler
"
542,542,SAE,expected,"I am wearing two necklaces but they are not in charge of me. I have dreams.I am not from Philly
"
543,542,AAE,unexpected,"I got on 2 chains.. But I ain't Tity Boi! Imma dream chaser butI ain't from Philly boy
"
543,543,SAE,expected,"These bitches get around. Even the ones you swore didn't, they do too.\"" I can'tput shit past these hoes
"
544,543,AAE,unexpected,"These bitches get around. Even the ones you swore didn't, they do too.""Can'tput sht past these hoes
"
544,544,SAE,expected,"More than one person can play that game. I would win
"
545,544,AAE,unexpected,"But fuck it 2 can play that game.. But I thinkI would play it better
"
545,545,SAE,expected,"I hate that cancer shit. I’m not sensitive. I’m justinto my feelings a lot.
"
546,545,AAE,unexpected,"I hate that cancer shit.. I'm not sensitive, I just bein my feelings a lot
"
546,546,SAE,expected,"It's an interesting point. Why did they stop the game for a semi-blackout that was still very well lit but not for fog or snow?
"
547,546,AAE,unexpected,"It's an interesting point. Why do they stop the game for a semi-blavkout (that wad still very well lit), but nitthe fog bowl or snow?
"
547,547,SAE,expected,"Which one of you?  Which one of you?  Which one ofyou going home with Moody
"
548,547,AAE,unexpected,"Which one of y'all.. which one of y'all? Which one ofy'all going home with Moody?!
"
548,548,SAE,expected,"no, but I've always liked the phrase \""Act like you know what you're doing, until you do know what you are doing\"". There hasgot to be a middle ground
"
549,548,AAE,unexpected,"no, but i've always liked the phrase ""fake it till you make it"". There'sgotta be a middle ground.
"
549,549,SAE,expected,"I was the opposite. I got three episodes in before I realized the girl’s apartment was outside Dionysus. Good show.
"
550,549,AAE,unexpected,"I was the opposite. I got 3 episodes in before I realized the gitls aptwas outside dionysus. Good show.
"
550,550,SAE,expected,"I went to go for a run, and went right back inside. Not because of the rain, but because of the wind
"
551,550,AAE,unexpected,"I went to go run and went right back inside. Not because ofthe rain but the wind.
"
551,551,SAE,expected,"Hi Tweety Birds, the Nazarene MBC Youth had an awesome musical last night! You should go!God bless you
"
552,551,AAE,unexpected,"Hi my Tweety Birds, Nazarene mbc Youth were Awesome last nite at there midnite musical,Go ya'll&God bless u:-) :-) :-)
"
552,552,SAE,expected,"If you go out to watch the movie, Snitch, starring The RockThen you're a rat
"
553,552,AAE,unexpected,"If You Go See That Movie Snitch With The Roc InIt You A MF SNITCH!!!!!!!
"
553,553,SAE,expected,"They think they are about to stay up all night long.I bet they will be asleep within the next ten minutes.
"
554,553,AAE,unexpected,"* mfs talmbout they about to pull an allnighter knowing they finna besleep in 10 minutes .
"
554,554,SAE,expected,"Anyone who would act like that is not a nice person. They are fake.I don't care if they know I said that.
"
555,554,AAE,unexpected,"Anybody who did is a bitch nigga for being fake tellem I said that lls
"
555,555,SAE,expected,"I will do anything for the people I consider my best friends. Some of them are Brudda, Diary, my other half, and even more. I have room for more.I'd love for you to join my team as soon as posssible
"
556,555,AAE,unexpected,"I RIDE FOR ANY NIGGAH I CALL BEST FRIEND . BRUDDA . DIARY . OTHA HALF . ETC . IF U AINT ONE OF DEM I THINK U NEED TO GETON MY TEAM ASAP RNS
"
556,556,SAE,expected,"I hope she screenshot everything because like I said I was just playing the role.
"
557,556,AAE,unexpected,"I hope she screenshot everything because like I said I wasjust playing the role
"
557,557,SAE,expected,"Why do black people think you will remember a person if you say their name twice? \""You remember Johnny?\"". No, just black people do.
"
558,557,AAE,unexpected,"Why do black people think you'll remember a person if they say a name twice? ""You rememberJohnny?"" ""No just black people
"
558,558,SAE,expected,"So, Bob, are you with that shit? I am laughing like shit! If you fuck with bony-back-ass Lesha beforeyou fuck with me, then respect
"
559,558,AAE,unexpected,"Soo bob are you with that shit? Lls! You fuck with Boney back ass Iesha beforeyou fuck with me? Respect
"
559,559,SAE,expected,"I want to lick you from your head to your toes.  But I'm lying. I hate feet, so I'll lick from your head to you know where
"
560,559,AAE,unexpected,"I wanna lick you from your head to your toes but I'm lying I hate feet so I'll lick fromyour head to you know
"
560,560,SAE,expected,"I need to wake up and go to church so I can ask for forgiveness.I need forgiveness for everything I did last night.
"
